areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||112|IRIS||2015_07_31 014216|112||||||||||61.64019|1.00000|-141.56030|0||||||207.00000|True|||0.00000||0.00000||False|Mount Sulzer 3 secondary|4|||||||2015_07_31 013239|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||261|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2009_04_19 213750|261|490.00000||||||650.00000|||46.38000|0.00000|8.43997|1||||||226.00000|True|||48.00000|True||||Formazza 2, Italy|4|||||||2009_04_19 213602|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.37325|8.43135|46.38000|8.43997||rock slide|Rock/ice/debris avalanches and slides|90000.00000|108000.00000|72000.00000
||||92|IRIS, NCEDC||2008_01_08 181834|92||||||||||37.73890||-119.61430|0||||||1.00000|True|||0.00000|||||Middle Brother|5|||||||2008_01_08 181703|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|10.00000||
||||69|IRIS, Attachments below||2005_05_15 160232|69|1400.00000|1460.00000|1300.00000||||3800.00000|4400.00000|3000.00000|59.98100|0.10000|-153.06354|0||||||52.00000|True|||0.00000|||||South Twin 5|3|||||||2005_05_15 160105|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|59.95950|-153.01577|59.98100|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|62000.00000|93000.00000|42000.00000
|||270000.00000|162|IRIS||2019_10_29 005818|162|1500.00000|1800.00000|1400.00000||||3100.00000|4100.00000|2500.00000|54.75660|0.00000|-163.97060|0||||||11.00000|True|||0.00000||||True|Shishaldin|4|||||||2019_10_29 002644|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|54.78180|-163.98780|54.75660|-163.97060||lahar|Lahar/debris flow/outburst flood|||
||||27|IRIS||2011_06_26 013501|27||||||||||46.84300|0.20000|-121.75000|0||||||133.00000|True|||0.00000|||||Nisqually 4|4|||||||2011_06_26 012851|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|37000.00000|52000.00000|27000.00000
||||104|IRIS||2016_08_16 110822|104||||||||||61.22590||-152.16870|0||||||1.00000|True|||0.00000|||||Mount Spurr 2|1|||||||2016_08_16 105343|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||outburst flood|Lahar/debris flow/outburst flood|||
32000.00000|46000.00000|18000.00000|650000.00000|190|IRIS||2021_08_09 074652|190|590.00000|600.00000|570.00000||||1790.00000|1810.00000|1640.00000|61.24320|0.00000|-147.94150|1||||||366.00000|True|||500.00000|False|0.00000||False|Barry Arm|4|||||||2021_08_09 074540|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|61.25000|-147.97090|61.24320|-147.94150||rock and ice avalanche|Rock/ice/debris avalanches and slides|530000.00000|800000.00000|350000.00000
6461.00000|||286700.00000|166|IRIS||2020_10_05 050523|166|995.00000||||||1700.00000|||61.15420|0.10000|-148.16600|1||||||456.00000|False|||198.00000|True|0.00000||False|Barry Arm|3|||||||2020_10_05 050251|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|61.14760|-148.14700||||rock fall|Rock/debris falls|162553.00000||
||||247|RESIF, ETH, INGV||2016_04_30 054818|247||||||||||45.46801|0.35000|5.93135|0||||||130.00000|False|||0.00000|||||Mont Granier 3, France|4|||||||2016_04_30 054714|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|10000.00000||
||||258|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2009_04_19 214720|258|700.00000||||||960.00000|||46.38000|0.00000|8.43997|1||||||424.00000|False|||19.00000|True||||Formazza 3, Italy|4|||||||2009_04_19 214355|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.37325|8.43135|46.38000|8.43997||rock slide|Rock/ice/debris avalanches and slides|180000.00000|216000.00000|144000.00000
|||760000.00000|98|IRIS||2015_06_29 025705|98|1372.00000||||||3700.00000|||60.49040||-152.76270|0||||||101.00000|True|||0.00000|||||Redoubt|3|||||||2015_06_29 025155|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|1130000.00000|1500000.00000|760000.00000
|||40000.00000|128|IRIS||2018_07_07 054114|128|200.00000||||||4000.00000|||46.84810|0.50000|-121.74580|0||||||21.00000|True|||0.00000||0.00000||False|Ingraham Glacier, Mount Rainier|3|||||||2018_07_07 053814|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||ice fall|Rock/debris falls|40000.00000|160000.00000|80000.00000
20000.00000|23000.00000|6200.00000|200000.00000|53|IRIS||2013_05_31 101511|53|437.00000||||||2400.00000|||48.74668|0.00000|-121.86256|0||||||62.00000|True|||0.00000||0.00000||False|Mount Baker|4|||||||2013_05_31 095426|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|48.73636|-121.88711|48.74668|-121.86256||debris slide, debris flow|Rock/ice/debris avalanches and slides|60000.00000|92000.00000|39000.00000
||||201|RESIF||2017_11_05 022931|201||||||||||43.62000|7.00000|6.75000|0||||||77.00000|False|||0.00000|||||Callian, France|1|||||||2017_11_05 022839|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||194|RASPISHAKE, RESIF, ETH, IRIS, INGV||2020_02_02 113304|194||||||||||45.97228|0.45000|6.65257|1||||||288.00000|False|||95.00000|True|0.00000||False|Vange, France|4|||||||2020_02_02 113113|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides||100000.00000|80000.00000
||||113|IRIS||2015_07_31 020208|113||||||||||61.64019|1.00000|-141.56030|1||||||412.00000|True|||500.00000|False|0.00000||False|Mount Sulzer 4|4|||||||2015_07_31 015708|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||96|IRIS, NCEDC||2009_01_15 052200|96||||||||||37.73890||-119.61430|0||||||1.00000|True|||0.00000|||||Middle Brother|5|||||||2009_01_15 052140|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|5.00000||
||||23|IRIS||2005_09_14 200600|23|2430.00000||||||9000.00000|||60.51715|0.00000|-143.09155|1|81000000000.00000|||||1082.00000|True|||1100.00000|False||||Mount Steller|5|||||||2005_09_14 195950|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|50000000.00000|60000000.00000|40000000.00000
62000.00000|96000.00000|46000.00000|350000.00000|153|IRIS||2021_05_31 144302|153|400.00000||||||1090.00000|1100.00000|1050.00000|40.51860|0.00000|-112.14220|1||||||231.00000|True|||500.00000|False|0.00000||False|Kennecott Mine|4|||||||2021_05_31 144056|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|40.52690|-112.14850|40.51860|-112.14220||rock avalanche|Rock/ice/debris avalanches and slides|1300000.00000|1900000.00000|930000.00000
||||14|IRIS, Attachments below||2009_03_23 114333|14|2400.00000|2600.00000|2200.00000||||44000.00000|45000.00000|42000.00000|60.49044|1.00000|-152.76269|1||||||762.00000|True|||762.00000|True||||Redoubt 2|5|||||||2009_03_23 100316|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.57392|-152.16445|60.49044|-152.76269||lahar, explosions|Lahar/debris flow/outburst flood|50000000.00000|100000000.00000|10000000.00000
||||168|IRIS, NCEDC||2021_02_03 060049|168||||||||||46.19800|0.80000|-122.17400|0||||||92.00000|True|||0.00000||0.00000||False|Mount St Helens 2|2|||||||2021_02_03 054241|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||2|IRIS, Attachments below||2012_06_25 133842|2||||||||||61.22594|1.00000|-152.16868|0||||||36.00000|False|||0.00000|||||Mount Spurr|1|||||||2012_06_25 125239|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||outburst flood|Lahar/debris flow/outburst flood|||
|||380000.00000|180|NCEDC, IRIS||2019_02_14 102430|180|1700.00000||||||5000.00000|||41.39910|0.20000|-122.20470|0||||||64.00000|True|||0.00000||0.00000||False|Avalanche Gulch, Mount Shasta|3|||||||2019_02_14 102238|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|41.36050|-122.23510|41.39910|-122.20470||snow avalanche|Snow avalanches|||
||||219|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2017_09_15 200706|219||||||||||46.39710||9.63190|0||||||339.00000|False|||0.00000|||||Piz Piot, Switzerland|1|||||||2017_09_15 200422|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
|||9.32000|140|IRIS||2016_06_21 185802|140||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand gravel and cobbles|5|||||||2016_06_21 185721|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
25000.00000|32000.00000|14000.00000|510000.00000|108|IRIS||2012_07_25 043218|108|1200.00000|1300.00000|1100.00000||||2900.00000|3000.00000|2800.00000|46.20175|0.00000|-121.49862|1||||||146.00000|True|||117.00000|True||||Mount Adams|4|||||||2012_07_25 042956|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.17869|-121.51342|46.20175|-121.49862||debris avalanche|Rock/ice/debris avalanches and slides|370000.00000|550000.00000|250000.00000
||||210|RESIF, ETH, LMU, BGR, IRIS, INGV||2012_05_15 024743|210||||||||||46.25160|0.20000|8.98460|0||||||254.00000|False|||0.00000|||||Preonzo, Switzerland|5|||||||2012_05_15 024529|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|210000.00000||
||||237|IRIS, BGR, ETH||2004_09_18 114743|237|1410.00000||1300.00000||||2600.00000|3000.00000||46.49321|0.20000|10.52494|1||||||223.00000|False|||223.00000|True||||Thurwieser, Italy|5|||||||2004_09_18 114324|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock avalanche|Rock/ice/debris avalanches and slides|2000000.00000|2400000.00000|1600000.00000
||||251|ETH||2010_09_12 105431|251|130.00000||||||180.00000|||46.91636|0.30000|9.08807|0||||||27.00000|False|||0.00000|||||Kärpf 4, Switzerland|3|||||||2010_09_12 105402|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|3000.00000|3600.00000|2400.00000
||||44|IRIS||2007_07_22 202856|44|2600.00000|2200.00000|2400.00000||||8000.00000|10000.00000|7800.00000|61.10249|0.00000|-140.30550|1||||||476.00000|True|||992.00000|True||||Mount Steele 1|5|||||||2007_07_22 202607|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|61.16183|-140.21042|61.10249|-140.30550||ice avalanche|Rock/ice/debris avalanches and slides|3000000.00000||
|||200000.00000|179|IRIS||2021_03_11 225919|179|600.00000||||||1200.00000|||46.85850|0.35000|-121.78570|0||||||12.00000|True|||0.00000||0.00000||False|Sunset Amphitheater, Mount Rainier|2|||||||2021_03_11 225814|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.85350|-121.79910|46.86100|-121.78720||snow avalanche|Snow avalanches|||
|||9.54000|142|IRIS||2016_06_23 145320|142||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_23 145250|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|10.00000|10.00000|10.00000
|||2300000.00000|181|IRIS||2019_07_15 163436|181|1700.00000||||||5000.00000|||61.29739||-152.24213|1||||||567.00000|False|||700.00000|False|||True|Mount Spurr|4|||||||2019_07_15 163209|Liam D. Toney|61.26288|-152.18878|61.29739|-152.24213||ice avalanche|Rock/ice/debris avalanches and slides|835000.00000||
900000.00000|||9700000.00000|11|IRIS, CNSN||2010_08_06 103206|11|2138.00000||||||12700.00000|||50.63108|0.00000|-123.50387|1|100000000000.00000|120000000000.00000|80000000000.00000|||1258.00000|True|||1500.00000|False||||Mount Meager main|5|||||||2010_08_06 102735|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|50.59713|-123.37378|50.63108|-123.50387||rock slide-debris flow|Rock/ice/debris avalanches and slides|48500000.00000|58200000.00000|38800000.00000
||||233|IRIS, INGV, ETH||2016_03_14 190620|233||||||||||46.70162|0.10000|8.76787|0||||||137.00000|False|||0.00000|||||Val Strem, Switzerland|4|||||||2016_03_14 190253|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.68873|8.76563|46.70162|8.76787||rock avalanche|Rock/ice/debris avalanches and slides|200000.00000||
||||220|NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2017_10_19 204411|220||||||||||47.16730||12.76400|0||||||227.00000|False|||0.00000|||||Großes Wiesbachhorn 1, Austria|1|||||||2017_10_19 204212|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
46000.00000|50000.00000|37000.00000|250000.00000|24|IRIS, CNSN||2007_12_05 030519|24|||600.00000||||||960.00000|49.46736|0.00000|-122.01218|2||||||998.00000|True|||200.00000|True||||Chehalis Lake|5|||||||2007_12_05 030239|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|49.46516|-122.00855|49.47084|-122.01614||debris avalanche|Rock/ice/debris avalanches and slides|880000.00000|1200000.00000|670000.00000
||||257|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2009_04_19 090823|257|720.00000||||||1000.00000|||46.38000|0.00000|8.43997|1||||||266.00000|False|||202.00000|True||||Formazza 1, Italy|4|||||||2009_04_19 090531|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.37325|8.43135|46.38000|8.43997||rock slide|Rock/ice/debris avalanches and slides|175000.00000|210000.00000|140000.00000
3000.00000|4200.00000|1600.00000|20000.00000|156|IRIS||2018_08_28 160158|156|300.00000|340.00000|190.00000||||300.00000|430.00000|250.00000|46.19990|0.30000|-121.51100|0||||||49.00000|True|||0.00000||11.00000|True|True|White Salmon Glacier, Mount Adams|5|||||||2018_08_28 160049|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.19850|-121.51390|46.19990|-121.51100||ice avalanche|Rock/ice/debris avalanches and slides|20000.00000|60000.00000|10000.00000
||||206|LMU, ETH, INGV||2011_05_06 052305|206||||||||||47.14940|0.10000|11.27360|0||||||97.00000|False|||0.00000|||||Kalkkögel, Austria|3|||||||2011_05_06 052205|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|1000.00000||
