areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||15|IRIS, Attachments below||2009_03_23 134127|15|2400.00000|2600.00000|2200.00000||||44000.00000|45000.00000|42000.00000|60.49044|1.00000|-152.76269|1||||||379.00000|True|||1000.00000|False||||Redoubt 3|5|||||||2009_03_23 123753|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.57392|-152.16445|60.49044|-152.76269||lahar, explosions|Lahar/debris flow/outburst flood|50000000.00000|100000000.00000|10000000.00000
||||238|INGV, RESIF, BGR, ETH||2006_07_13 172835|238|200.00000||||||260.00000|||46.59721|0.20000|8.05380|0||||||219.00000|False|||0.00000|||||Eiger 1, Switzerland|5|||||||2006_07_13 172555|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|85000.00000|102000.00000|68000.00000
|||50000.00000|212|INGV, ETH, IRIS||2015_01_16 192415|212||||||||||46.59140|0.10000|13.73260|0||||||85.00000|False|||0.00000|||||Dobratsch, Austria|3|||||||2015_01_16 192251|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|6000.00000||
||||26|IRIS||2011_06_25 231115|26||||||||||46.84300|0.20000|-121.75000|0||||||217.00000|True|||0.00000|||||Nisqually 3|4|||||||2011_06_25 230405|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|110000.00000|150000.00000|78000.00000
56000.00000|73000.00000|47000.00000|740000.00000|131|IRIS||2010_08_12 164505|131|1020.00000|1050.00000|950.00000||||2340.00000|2400.00000|2300.00000|58.64750|0.00000|-137.08120|0||||||136.00000|True|||0.00000|||||East Crillon|4|||||||2010_08_12 164238|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|58.64940|-137.04288|58.64750|-137.08120||rock avalanche|Rock/ice/debris avalanches and slides|1200000.00000|1600000.00000|860000.00000
330000.00000|520000.00000|190000.00000|6500000.00000|18|IRIS||2014_02_16 142910|18|1779.00000||||||7374.00000|||58.56105|0.00000|-137.07371|1|68000000000.00000|||||370.00000|True|||1000.00000|False||||Mount La Perouse|4|||||||2014_02_16 142444|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|58.55713|-137.05601|58.56105|-137.07371||rock and ice avalanche|Rock/ice/debris avalanches and slides|14000000.00000|22000000.00000|9000000.00000
34200.00000||||148|IRIS||2019_05_16 160606|148|1370.00000||||||4000.00000|||50.34310|0.00000|-122.44880|1||||||500.00000|False|||500.00000|False||||Mount Joffre 2|5|||||||2019_05_16 160302|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|50.36720|-122.41540|50.34310|-122.44880||rock avalanche, debris flow|Rock/ice/debris avalanches and slides|3100000.00000||
1200000.00000||1000000.00000|2300000.00000|13|IRIS||2014_05_25 234727|13|636.00000||||||4590.00000|||39.16495|0.00000|-107.84690|1||||||564.00000|True|||1000.00000|False||||West Salt Creek main|5|||||||2014_05_25 234340|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|39.20291|-107.85825|39.16495|-107.84690||rock slide and rock avalanche|Rock/ice/debris avalanches and slides|54500000.00000|67500000.00000|41500000.00000
||||184|Attachments below||2014_07_15 153905|184||||||||||46.67199||10.72268|0||||3.00000||3.00000|True|||0.00000|||||Gadria 2|5|26.00000|||1.60000|||2014_07_15 151305|Coviello, V., Arattano, M., Comiti, F., Macconi, P., Marchi L., 2019, Seismic characterization of debris flows: insights into energy radiation and implications for warning: J. Geophys. Res. Earth Surface, https://doi.org/10.1029/2018JF004683.&lt;a href="https%3A//doi.org/10.1029/2018JF"&gt;https://doi.org/10.1029/2018JF&lt;/a&gt;|||||6.30000|debris flow|Lahar/debris flow/outburst flood|11600.00000||
||||203|RESIF, INGV||2017_08_08 030002|203||||||||||44.84000|20.00000|6.60000|0||||||139.00000|False|||0.00000|||||Pas du Rif, France|1|||||||2017_08_08 025856|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||57|IRIS, Attachments below||2004_09_10 113849|57|1750.00000||||||4950.00000|||60.03590|0.20000|-153.07890|2||||||374.00000|True|||500.00000|False||||Lateral Glacier, Iliamna|5|||||||2004_09_10 113615|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.05420|-153.00620|60.03590|-153.07890||rock and ice avalanche|Rock/ice/debris avalanches and slides|5000000.00000|6000000.00000|4000000.00000
||||192|RESIF, NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2017_08_23 073551|192|1700.00000||||||3200.00000|||46.29552|0.00000|9.60190|1||||||706.00000|False|||500.00000|False||||Piz Cengalo 2, Switzerland|5|||||||2017_08_23 073016|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock avalanche|Rock/ice/debris avalanches and slides|3000000.00000|3020000.00000|2980000.00000
||||205|LMU, ETH, INGV||2007_10_12 074056|205||||||||||46.63900|0.00000|12.34830|0||||||189.00000|False|||0.00000|||||Einserkofel, Italy|3|||||||2007_10_12 073924|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|60000.00000||
||||67|IRIS, Attachments below||2005_05_15 155006|67|1400.00000|1460.00000|1300.00000||||3800.00000|4400.00000|3000.00000|59.98100|0.10000|-153.06354|2||||||13.00000|True|||157.00000|True||||South Twin 3|3|||||||2005_05_15 154807|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|59.95950|-153.01577|59.98100|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|42000.00000|63000.00000|29000.00000
||||82|IRIS||2014_02_25 134328|82||||||||||46.83720|0.20000|-121.75070|0||||||15.00000|True|||0.00000|||||Mount Rainier|3|||||||2014_02_25 133924|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||ice avalanche|Rock/ice/debris avalanches and slides|||
||||90|IRIS, NCEDC||2007_12_19 232835|90||||||||||37.73890||-119.61430|0||||||1.00000|True|||0.00000|||||Middle Brother|5|||||||2007_12_19 232819|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|8.00000||
50000.00000|75000.00000|45000.00000|550000.00000|25|IRIS||2011_06_25 152153|25||||||||||46.84300|0.20000|-121.75000|0||||||133.00000|True|||0.00000|||||Nisqually 2|4|||||||2011_06_25 152042|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|37000.00000|53000.00000|27000.00000
||||110|IRIS||2013_08_22 061014|110||||||||||61.64019|1.00000|-141.56030|1||||||207.00000|True|||425.00000|True||||Mount Sulzer 2|4|||||||2013_08_22 060756|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||170|IRIS||2021_01_12 200102|170||||||||||45.35100|1.80000|-121.70000|0||||||5.00000|True|||0.00000||0.00000||False|White River, Mount Hood|1|||||||2021_01_12 195054|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||152|IRIS, GFZ, GEONET||2018_12_22 140330|152|230.00000||||||4000.00000|||-6.10110|0.00000|105.41940|1|225000000000.00000|||||363.00000|True|||599.00000|True||||Anak Krakatau|5|||||||2018_12_22 135611|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||-6.10110|105.41940||flank collapse|flank collapse|150000000.00000|330000000.00000|104000000.00000
||||231|IRIS, LMU, ETH, INGV||2014_11_24 162850|231||||||||||47.08900|0.15000|11.36340|0||||||169.00000|False|||0.00000|||||Trins, Austria|3|||||||2014_11_24 162720|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|||
|||1800000.00000|21|IRIS||2013_04_11 050738|21|850.00000|950.00000|700.00000||||2950.00000|3000.00000|1400.00000|40.53190|0.00000|-112.14880|1|45000000000.00000|54000000000.00000|36000000000.00000|||659.00000|True|||1000.00000|False||||Bingham Canyon Mine 2|5|||||||2013_04_11 050458|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|40.51950|-112.15326|40.53719|-112.13741||rock avalanche|Rock/ice/debris avalanches and slides|22000000.00000|22000000.00000|17300000.00000
||||39|IRIS||2015_08_23 014727|39||||||||||45.34630|0.50000|-121.69990|0||||||5.00000|True|||0.00000|||||White River, Mount Hood|2|||||||2015_08_22 235820|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|||45.34630|-121.69990||debris flow|Lahar/debris flow/outburst flood|||
||||259|IRIS||2019_09_27 031149|259||||||||||54.75760|4.00000|-163.73150|0||||||128.00000|True|||0.00000||0.00000||False|Isanotski|1|||||||2019_09_27 031052|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||225|RASPISHAKE, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2019_03_18 230251|225||||||||||46.76111|0.00000|9.96477|1||||||183.00000|False|||102.00000|True|0.00000||False|Fluela Wisshorn, Switzerland|4|||||||2019_03_18 230033|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.76550|9.95766|46.76111|9.96477||rock avalanche|Rock/ice/debris avalanches and slides|||250000.00000
||||46|IRIS||2014_01_28 121319|46||||||||||60.02716|1.00000|-153.07670|0||||||67.00000|True|||0.00000|||||Iliamna|1|||||||2014_01_28 121043|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||ice avalanche|Rock/ice/debris avalanches and slides|||
||||107|IRIS||2014_04_25 224137|107|40.00000|60.00000|20.00000||||90.00000|110.00000|70.00000|48.28663|0.05000|-121.85026|0||||||12.00000|True|||0.00000||0.00000||False|Oso scarp failure|3|||||||2014_04_25 224101|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|48.28586|-121.85017|48.28663|-121.85026||debris fall|Rock/debris falls|800.00000|2600.00000|60.00000
||||143|Attachments below||2014_08_01 214556|143||||||||||38.73331|0.00000|-106.18703|0||||0.00300|1|||||0.00000|||||Chalk Cliffs, bedrock|5||||0.65000|||2014_08_01 212230|Kean, J.W., Coe., J.A., Coviello, V., Smith, J.B., McCoy, S.W., Arattano, M., 2015, Estimating rates of debris flow entrainment from ground vibrations: Geophys. Res. Lett, 42, 6365-6372, doi: 10.1002/2015GL064811.|||||0.06000|debris flow|Lahar/debris flow/outburst flood|||
|||60000000.00000|6|IRIS||1980_05_18 154400|6|2550.00000||||||24000.00000|29000.00000|17000.00000|46.19050|0.00000|-122.18960|1|4600000000000.00000|5800000000000.00000|2500000000000.00000|||343.00000|False|||10000.00000|False||||Mount St Helens|5|||||||1980_05_18 153211|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.31100|-122.44310|46.19050|-122.18960||rock slide-debris avalanche|Rock/ice/debris avalanches and slides|2500000000.00000|2800000000.00000|2300000000.00000
460000.00000|720000.00000|460000.00000|8600000.00000|75|IRIS||2016_05_22 080135|75|1700.00000||||||8200.00000|||60.02770|1.00000|-153.07490|1||||||375.00000|True|||500.00000|False|90.00000|True|True|Red Glacier, Iliamna|4|||||||2016_05_22 075734|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.01729|-152.93230|60.02770|-153.07490||rock and ice avalanche|Rock/ice/debris avalanches and slides|16000000.00000|41000000.00000|7800000.00000
||||249|ETH, INGV||2011_09_11 112632|249||||||||||45.93244|0.08000|6.95573|0||||||97.00000|False|||0.00000|||||Pilier Bonatti 2, France|3|||||||2011_09_11 112513|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||178|IRIS||2019_08_06 031234|178||||||||||46.81910|0.20000|-121.81000|0||||13.00000|1|18.00000|True|||0.00000||0.00000||False|Tahoma Creek, Mount Rainier|3|||||||2019_08_06 014432|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||46.81910|-121.81000||outburst flood, debris flow|Lahar/debris flow/outburst flood|||
||||189|IRIS, NCEDC||2015_03_07 192146|189||||||||||58.73600|2.60000|-137.27200|1||||||500.00000|False|||500.00000|False||||Orville-Wilbur|3|||||||2015_03_07 191907|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||103|IRIS||2016_08_16 083649|103||||||||||61.22590||-152.16870|0||||||11.00000|True|||0.00000|||||Mount Spurr 1|1|||||||2016_08_16 081240|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||outburst flood|Lahar/debris flow/outburst flood|||
||||95|IRIS, NCEDC||2008_12_21 053321|95||||||||||37.73890||-119.61430|0||||||1.00000|True|||0.00000|||||Middle Brother|5|||||||2008_12_21 053316|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|5.00000||
||||228|ORFEUS, BGR, ETH||2020_03_18 211732|228||||||||||47.33429|0.05000|9.79360|0||||||79.00000|False|||0.00000|||||Ebnit, Austria|1|||||||2020_03_18 211641|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||102|IRIS, NCEDC||2006_07_28 014637|102||||||||||37.74900||-119.54320|0||||||76.00000|True|||0.00000|||||Half Dome|5|||||||2006_07_28 014516|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|735.00000||
|||1800000.00000|20|IRIS||2013_04_11 033430|20|850.00000|950.00000|700.00000||||2950.00000|3000.00000|1100.00000|40.53190|0.00000|-112.14880|1|70000000000.00000|84000000000.00000|56000000000.00000|||643.00000|True|||1000.00000|False||||Bingham Canyon Mine 1|5|||||||2013_04_11 033024|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|40.51950|-112.15326|40.53719|-112.13741||rock avalanche|Rock/ice/debris avalanches and slides|30000000.00000|36700000.00000|21000000.00000
||||183|Attachments below||2013_07_18 154240|183||||||||||46.67199||10.72268|0||||3.00000||3.00000|True|||0.00000|||||Gadria 1|5|80.00000|||2.00000|||2013_07_18 152240|Coviello, V., Arattano, M., Comiti, F., Macconi, P., Marchi L., 2019, Seismic characterization of debris flows: insights into energy radiation and implications for warning: J. Geophys. Res. Earth Surface, https://doi.org/10.1029/2018JF004683.&lt;a href="https%3A//doi.org/10.1029/2018JF"&gt;https://doi.org/10.1029/2018JF&lt;/a&gt;|||||6.30000|debris flow|Lahar/debris flow/outburst flood|10000.00000||
||||54|IRIS, Attachments below||2003_07_25 102346|54|1940.00000||||||8570.00000|||60.02825|0.00000|-153.07870|0||||||357.00000|True|||0.00000|||||Red Glacier, Iliamna|5|||||||2003_07_25 102037|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|59.99740|-152.85880|60.02825|-153.07870||ice avalanche|Rock/ice/debris avalanches and slides|16000000.00000|20000000.00000|12000000.00000
||||56|IRIS, Attachments below||2004_09_08 102001|56|880.00000||||||1800.00000|||60.02720|0.30000|-153.08670|2||||||67.00000|True|||500.00000|False||||Umbrella Glacier, Iliamna|5|||||||2004_09_08 101903|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.01388|-153.10750|60.02720|-153.08670||rock and ice avalanche|Rock/ice/debris avalanches and slides|130000.00000|150000.00000|100000.00000
||||38|IRIS||2015_08_20 213436|38|1100.00000|1200.00000|800.00000||||18000.00000|19000.00000|7000.00000|45.34630|0.50000|-121.69990|0||||||13.00000|True|||0.00000|||||White River, Mount Hood|2|||||||2015_08_20 204712|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|45.20550|-121.60470|45.34630|-121.69990||debris flow|Lahar/debris flow/outburst flood|||
