time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-08T21:18:39.073Z,40.6585,-109.5829,0,3.3,ml,31,158,0.819,0.85,us,us6000nxed,2024-12-23T15:46:08.040Z,"20 km N of Maeser, Utah",mining explosion,2.57,1.486,0.043,72,reviewed,us,us
2024-10-07T21:18:11.711Z,43.5934,-105.3357,0,2.9,ml,15,97,1.078,0.58,us,us6000nx5c,2024-12-23T15:45:55.040Z,"21 km SE of Wright, Wyoming",mining explosion,7.56,1.724,0.055,44,reviewed,us,us
2024-10-05T20:00:49.725Z,43.7752,-105.3302,0,3.1,ml,11,114,0.997,0.64,us,us7000nmxz,2024-12-14T14:51:34.040Z,"13 km ENE of Wright, Wyoming",mining explosion,4.23,1.694,0.074,24,reviewed,us,us
2024-09-26T22:02:57.770Z,43.6587,-105.1983,0,3.4,ml,27,93,0.959,1.04,us,us7000ngpj,2024-12-06T19:30:12.040Z,"25 km ESE of Wright, Wyoming",mining explosion,6.75,1.9,0.052,48,reviewed,us,us
2024-09-25T17:57:50.033Z,41.1324,-112.9107,0,1.6,ml,18,132,0.23,0.44,us,us7000ng7f,2024-12-06T19:30:12.040Z,"66 km W of Hooper, Utah",quarry blast,1.71,1.078,0.056,42,reviewed,us,us
2024-09-24T20:09:05.198Z,43.735,-105.3812,0,3.5,ml,17,122,1.046,0.49,us,us7000ng0i,2024-12-06T19:30:12.040Z,"9 km ESE of Wright, Wyoming",mining explosion,5.16,1.654,0.047,64,reviewed,us,us
2024-09-24T17:41:41.083Z,41.1701,-112.8992,0,1.7,ml,18,111,0.268,0.37,us,us7000nfz9,2024-12-06T19:30:11.040Z,"65 km W of Hooper, Utah",quarry blast,2.1,1.203,0.052,48,reviewed,us,us
2024-09-20T20:04:53.549Z,43.8016,-105.3107,0,3.3,ml,68,54,0.974,0.54,us,us6000ntde,2024-11-23T23:25:42.040Z,"15 km ENE of Wright, Wyoming",mining explosion,5.57,1.755,0.036,104,reviewed,us,us
2024-09-20T18:59:27.566Z,43.5959,-105.2135,0,3.4,ml,33,70,1.001,0.34,us,us6000ntcr,2024-11-23T23:25:41.040Z,"28 km SE of Wright, Wyoming",mining explosion,6.4,1.782,0.043,70,reviewed,us,us
2024-09-17T20:02:55.283Z,43.7517,-105.3487,0,3.4,ml,38,101,1.018,0.64,us,us6000nssk,2024-11-23T23:25:41.040Z,"11 km E of Wright, Wyoming",mining explosion,5.26,1.472,0.04,92,reviewed,us,us
