time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2025-05-22T21:57:26.560Z,42.347,-123.35483333333333,-0.71,1.46,ml,6,120,0.1578,0.05,uw,uw62114446,2025-05-22T23:05:13.660Z,"2 km SSE of New Hope, Oregon",explosion,0.48,31.61,0.035870562397733674,2,reviewed,uw,uw
2025-05-22T20:53:27.850Z,49.37316666666667,-120.4805,-0.37,2.0300000000000002,ml,5,182,0.5615,0.01,uw,uw62114396,2025-05-22T22:21:05.590Z,"9 km SSE of Princeton, Canada",explosion,0.7,31.61,0.007632165450897954,3,reviewed,uw,uw
2025-05-21T19:03:47.180Z,43.133833333333335,-124.22283333333333,-0.51,1.31,ml,10,182,0.2151,0.56,uw,uw62113941,2025-05-21T23:33:02.580Z,"5 km SSW of Coquille, Oregon",explosion,2.07,31.61,0.1003882934518816,5,reviewed,uw,uw
2025-05-21T00:07:43.320Z,48.58016666666666,-123.52916666666667,-0.21,1.04,ml,12,59,0.08644,0.19,uw,uw62113626,2025-05-21T05:09:30.420Z,"8 km WSW of Saanichton, Canada",explosion,0.49,31.61,0.07835011624775023,3,reviewed,uw,uw
2025-05-20T23:09:42.440Z,45.87566666666667,-122.448,-0.63,1.32,ml,17,133,0.06027,0.21,uw,uw62113566,2025-05-22T23:41:45.380Z,"3 km WNW of Yacolt, Washington",explosion,1.52,31.61,0.11715365280538692,8,reviewed,uw,uw
2025-05-20T19:38:27.300Z,43.4305,-123.805,-0.36,1.47,md,7,127,0.1272,0.25,uw,uw62113346,2025-05-21T00:17:11.970Z,"29 km SW of Elkton, Oregon",explosion,0.84,31.61,0.3110321090681665,6,reviewed,uw,uw
2025-05-20T19:19:05.360Z,49.349333333333334,-120.47233333333334,-0.37,2.18,ml,11,178,0.5547,0.19,uw,uw62113326,2025-05-21T00:14:29.940Z,"12 km SSE of Princeton, Canada",explosion,1.01,31.61,0.09796299478592285,7,reviewed,uw,uw
2025-05-20T18:56:39.850Z,43.627833333333335,-123.85433333333333,-0.36,1.57,ml,10,75,0.09204,0.36,uw,uw62113301,2025-05-21T00:12:23.200Z,"21 km ESE of Reedsport, Oregon",explosion,0.7,31.61,0.06023943959926481,4,reviewed,uw,uw
2025-05-19T21:47:02.910Z,47.846,-120.86016666666667,3.71,1.29,ml,7,129,0.01871,0.19,uw,uw62112956,2025-05-20T00:15:26.390Z,"31 km NNW of Leavenworth, Washington",explosion,1.15,31.61,0.2477487358899848,6,reviewed,uw,uw
2025-05-19T19:36:02.080Z,45.345666666666666,-122.75233333333334,-0.12,1.5,ml,8,204,0.02551,0.24,uw,uw62112806,2025-05-19T23:17:44.240Z,"2 km WSW of Stafford, Oregon",explosion,1.02,31.61,0.08818433454049712,4,reviewed,uw,uw
2025-05-19T19:18:50.250Z,46.211166666666664,-123.33283333333333,-0.53,1.59,ml,14,75,0.09699,0.37,uw,uw62104612,2025-05-19T22:54:04.970Z,"3 km ENE of East Cathlamet, Washington",explosion,0.81,31.61,0.24518963444262942,6,reviewed,uw,uw
2025-05-17T23:15:07.160Z,49.362833333333334,-120.50566666666667,-0.37,2.06,ml,17,180,0.5772,0.34,uw,uw62102152,2025-05-22T04:53:32.790Z,"10 km S of Princeton, Canada",explosion,1.42,31.61,0.1937239905757011,10,reviewed,uw,uw
2025-05-17T00:38:07.330Z,48.08883333333333,-121.93183333333333,-0.25,1.59,ml,16,71,0.02032,0.14,uw,uw62101732,2025-05-22T04:12:21.523Z,"2 km E of Granite Falls, Washington",explosion,0.35,31.61,0.13980327608905851,6,reviewed,uw,uw
2025-05-16T21:14:35.700Z,42.239,-122.92,-1.35,1.59,ml,9,98,0.1965,0.1,uw,uw62101662,2025-05-19T20:38:45.380Z,"9 km SSE of Jacksonville, Oregon",explosion,0.51,31.61,0.11610199456069636,6,reviewed,uw,uw
2025-05-16T20:00:25.970Z,44.7155,-123.03566666666667,-0.37,2.13,ml,13,146,0.2277,0.5,uw,uw62101617,2025-05-19T20:26:56.490Z,"2 km WSW of Jefferson, Oregon",explosion,1.15,31.61,0.05170611876202891,7,reviewed,uw,uw
2025-05-16T19:41:13.660Z,49.146,-122.23083333333334,-0.86,1.06,md,4,276,0.1761,0.15,uw,uw62101607,2025-05-16T23:54:38.280Z,"5 km ENE of Mission, Canada",explosion,6.29,31.61,0.12973238615469596,3,reviewed,uw,uw
2025-05-16T19:09:34.540Z,48.58566666666667,-117.974,-0.8,1.33,ml,8,193,0.07388,0.2,uw,uw62101597,2025-05-16T23:52:05.250Z,"6 km ESE of Kettle Falls, Washington",explosion,1.31,31.61,0.01189026947034677,4,reviewed,uw,uw
2025-05-15T22:53:21.420Z,45.903166666666664,-122.46366666666667,-0.64,1.06,ml,15,180,0.04266,0.15,uw,uw62101307,2025-05-16T16:08:18.010Z,"1 km WSW of Amboy, Washington",explosion,0.95,31.61,0.19207328481519287,7,reviewed,uw,uw
2025-05-15T21:21:07.090Z,48.552,-123.6035,-0.22,0.11,md,5,148,0.13,0.34,uw,uw62101247,2025-05-16T16:24:49.780Z,"13 km NNW of Langford, Canada",explosion,2.62,31.61,0.29572645355122174,4,reviewed,uw,uw
2025-05-15T18:36:33.020Z,46.29216666666667,-118.042,-0.46,1.73,ml,19,94,0.08499,0.3,uw,uw62101077,2025-05-16T17:02:42.190Z,"6 km WSW of Dayton, Washington",explosion,0.45,31.61,0.21172066816371626,7,reviewed,uw,uw
2025-05-14T22:00:01.720Z,49.45933333333333,-120.48916666666666,-0.37,2.17,ml,9,199,0.5808,0.67,uw,uw62100317,2025-05-15T22:29:36.920Z,"1 km E of Princeton, Canada",explosion,6.57,31.61,0.11361031636514829,5,reviewed,uw,uw
2025-05-14T20:19:08.820Z,47.50333333333333,-122.69466666666666,-0.38,1.5,ml,7,293,0.07652,0.23,uw,uw62100112,2025-05-15T22:15:16.160Z,"2 km SSE of Gorst, Washington",explosion,1.54,31.61,0.15399786524692616,2,reviewed,uw,uw
2025-05-14T19:04:53.850Z,46.179,-119.00933333333333,-0.59,1.35,md,2,332,0.5335,0.13,uw,uw62099947,2025-05-15T19:51:28.800Z,"2 km S of Burbank, Washington",explosion,1.43,31.61,,1,reviewed,uw,uw
2025-05-14T18:15:12.060Z,49.05133333333333,-122.09016666666666,-0.68,0.8300000000000001,md,5,297,0.05318,0.01,uw,uw62099827,2025-05-14T18:45:19.320Z,"11 km E of Abbotsford, Canada",explosion,2.78,31.61,0.25516459924603074,5,reviewed,uw,uw
2025-05-13T21:18:11.110Z,46.7075,-123.72016666666667,-0.28,1.61,ml,20,134,0.07226,0.94,uw,uw62098682,2025-05-14T19:13:40.020Z,"2 km NNE of Raymond, Washington",explosion,1.71,31.61,0.1576963787115857,10,reviewed,uw,uw
2025-05-13T19:22:09.430Z,48.302166666666665,-121.688,-0.55,1.41,ml,10,101,0.08128,0.32,uw,uw62098617,2025-05-14T04:30:59.060Z,"3 km ENE of Swede Heaven, Washington",explosion,0.73,31.61,0.21890803635109934,5,reviewed,uw,uw
2025-05-12T20:03:35.670Z,45.338,-122.80133333333333,-0.19,1.37,ml,15,82,0.1284,0.12,uw,uw62098137,2025-05-12T20:34:32.920Z,"3 km SE of Sherwood, Oregon",explosion,0.37,31.61,0.26194911235801366,6,reviewed,uw,uw
2025-05-12T19:50:58.120Z,47.092333333333336,-123.17533333333333,-0.22,1.31,ml,11,100,0.04891,0.1,uw,uw62098127,2025-05-12T20:29:18.840Z,"8 km ENE of McCleary, Washington",explosion,0.53,31.61,0.14127036781464297,7,reviewed,uw,uw
2025-05-12T19:09:23.800Z,47.139,-118.32366666666667,-0.49,1.93,ml,5,209,0.2963,0.06,uw,uw62098112,2025-05-12T20:26:30.740Z,"4 km ENE of Ritzville, Washington",explosion,1.09,31.61,0.11728322579977957,4,reviewed,uw,uw
2025-05-11T21:13:08.590Z,49.35166666666667,-120.50066666666666,-0.51,2.06,ml,11,214,0.5733,0.38,uw,uw62097527,2025-05-12T04:55:21.030Z,"11 km S of Princeton, Canada",explosion,1.61,31.61,0.1829592102012445,8,reviewed,uw,uw
2025-05-10T23:22:00.800Z,45.92883333333333,-122.82566666666666,-0.69,1.1,ml,11,285,0.2316,0.32,uw,uw62096957,2025-05-12T19:10:13.220Z,"1 km E of Deer Island, Oregon",explosion,7.32,31.61,0.2787368037395299,3,reviewed,uw,uw
2025-05-09T23:09:12.320Z,45.889,-122.46066666666667,-0.73,1.23,ml,9,265,0.05222,0.17,uw,uw62096397,2025-05-13T17:48:10.460Z,"2 km SSW of Amboy, Washington",explosion,4.28,31.61,0.13608517395797493,7,reviewed,uw,uw
